feature_name,variance,target_linear_correlation,feature_importances
ROW of 1103959_69_1133592_QPP,359.5061844,0.044012849,0.000653288
Zb_I_OBSHORTL_VSS of 1103959_69_1133529_cp1_cp1p5_YPP,8.27E-05,0.033383882,0.000652994
AC_VOFF_TGT of 1103959_69_JPP,2.18E-06,0.019004408,0.000652366
AG_V_SELF_TEST_GAIN_7_4_1_VSS of 1103959_69_1133529_cp1,8.31E-05,0.089230307,0.000649862
HH_CONT_OUT_APMU of 1103959_69_1133529_cp1,0.001256965,0.002084024,0.000649649
Po_T_PTATOSC_HV of 1103959_69_1133529_cp1p5,1946.83004,0.006226464,0.000647431
AG_V_SELF_GAIN_7_4_1_N_VSS of 1103959_69_1133529_cp1_cp1p5_YPP,0.000321935,0.02357724,0.000645624
AI_V_V0FVUNI_SELF_VSS of 1103959_69_1133529_cp1p5,0.000319428,0.024618543,0.000645072
AG_V_SELF_TEST_GAIN_6_1_4_VSS of 1103959_69_1133529_cp1,0.000144444,0.063287853,0.000642784
AC_V_GAIN_AFE_CLP_5_8_8 of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,0.000502419,0.002187558,0.000642038
AG_V_SELF_TEST_GAIN_7_4_1_RAW of 1103959_69_JPP,0.000599571,0.106080011,0.000641484
ZB_V_V0RA_N3MA_RAW of 1103959_69_1133592_RPP,0.000402008,0.029432196,0.000640771
Zb_V_OBVOH_VSS_L of 1103959_69_1133529_cp1_cp1p5_YPP,4.20E-05,0.027932299,0.000637182
AG_V_SELF_GAIN_12_2_1_2C_RAW of 1103959_69_JPP,0.000534597,0.104273208,0.000637077
KK_LK_OUT_LO of 1103959_69_1133592_QPP,974.9272291,0.019281168,0.000635263
Zb_V_OBVOH_H_RAW of 1103959_69_1133529_cp1,0.000461821,0.049839179,0.000631226
Dr_V_VR1V2DRA_OUT_RAW of 1103959_69_1133592_RPP,0.00012022,0.023639619,0.000629588
AI_V_V0FVBI_SELF_RAW of 1103959_69_1133529_cp1,0.006772068,0.095958281,0.000629573
AC_V_GAIN_AFE_CRN_5_8_8 of 1103959_69_JPP,0.001555044,0.06441134,0.000629155
AC_V_AFE_CRN_5_8_8_I0_VSS of 1103959_69_1133529_cp1,0.000231843,0.054554893,0.000627255
OV_V_OB_VOUT_DIG of 1103959_69_1133529_cp1,0.000423455,0.040976512,0.000625512
Df_V_VR1V2D_M of 1103959_69_JPP,0.000301007,0.020669783,0.000624161
ZB_V_V0FVBIFF_M of 1103959_69_1133529_cp1p5,0.000249929,0.008430736,0.000622765
AG_V_SELF_TEST_GAIN_5_1_8_VSS of 1103959_69_1133529_cp1,0.000558006,0.057645438,0.000622671
HH_CONT_SH_CR of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,4.15E-05,0.028156511,0.000622333
OV_V_OBVOFF of 1103959_69_1133592_QPP,0.000779064,0.035483898,0.000620385
KK_LK_OUT_APMU_LO of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,872.7370695,0.00355658,0.000619458
AI_V_V0FVUNI_SELF of 1103959_69_JPP,3.10E-05,0.027312513,0.000616308
AC_V_AFE_CRP_5_8_8_I0_RAW of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,0.000674301,0.022872031,0.000616243
AG_V_SELF_GAIN_7_4_1_N of 1103959_69_1133529_cp1p5,0.000642452,0.049138379,0.000615607
AG_V_SELF_GAIN_9_1_2_N_RAW of 1103959_69_1133529_cp1p5,0.000787023,0.038454774,0.000614766
Zb_V_OBVOL_H_RAW of 1103959_69_JPP,0.00065249,0.027280293,0.000613965
ZB_V_V0RA_P3MA of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,0.000494509,0.022726728,0.00061285
AI_V_V0FVUNI_SELF of 1103959_69_1133529_cp1p5,5.24E-05,0.042682857,0.000611743
AC_V_AFE_CLN_5_8_8_I0 of 1103959_69_1133529_cp1_cp1p5_YPP,0.009357304,0.031906445,0.000611641
Sb_I_SCALBIAS_0_LV of 1103959_69_1133529_cp1,1.984194181,0.111171813,0.000610926
AC_SENSE_CRN of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.002750897,0.118985848,0.000610177
KK_LK_VSS_APMU_LO of 1103959_69_1133592_QPP,217669.3184,0.007141259,0.00060956
Gb_I_GBIAS_0_LV of 1103959_69_1133529_cp1_cp1p5_YPP,0.068149693,0.001896218,0.000608338
AG_V_SELF_TEST_GAIN_8_2_1_RAW of 1103959_69_1133529_cp1,0.000656492,0.063878059,0.000607711
HH_CONT_SH_VSS_APMU of 1103959_69_JPP,0.00051184,0.030349501,0.000607585
AC_VOFF_TGT of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,6.05E-06,3.54E-05,0.000607279
AG_V_SELF_TEST_GAIN_6_4_1 of 1103959_69_1133592_QPP,0.000389629,0.096375991,0.000605622
HH_CONT_CR of 1103959_69_1133529_cp1,0.00091805,0.059240132,0.00060434
Dr_V_VR1V2DRA_M of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,0.000821257,0.005247513,0.000602843
AG_V_SELF_TEST_GAIN_5_8_1 of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.000692166,0.102016461,0.000602199
Zb_V_OBVOL_VSS of 1103959_69_1133592_QPP,6.54E-05,0.006069178,0.000601625
HH_CONT_VINT of 1103959_69_1133529_cp1,0.000673549,0.065219764,0.000600777
Dr_V_VSS of 1103959_69_1133592_RPP,0.00012931,0.040021129,0.000600585
KK_LK_PTEN_LO of 1103959_69_1133529_cp1_cp1p5_YPP,1.155721265,0.029396485,0.000598539
ZB_V_V0FVBI_UL_RAW of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.000304505,0.014387158,0.000597102
HH_CONT_SH_PTEN of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,2.28E-05,0.037572324,0.00059582
Zb_V_OBVOH_VSS_L of 1103959_69_1133529_cp1p5,4.53E-05,0.026309359,0.000593786
ZB_V_V0FVBI_UL of 1103959_69_JPP,0.000104002,0.01652618,0.000592956
AG_V_SELF_TEST_GA_5_1_8_2C_RAW of 1103959_69_1133592_QPP,0.001506972,0.08227831,0.000592802
ZB_V_V0FVBI00_M_VSS of 1103959_69_1133529_cp1_cp1p5_YPP,9.86E-05,0.034564439,0.000592098
AG_V_SELF_TEST_GAIN_12_2_1_RAW of 1103959_69_1133592_QPP,0.00049913,0.086675482,0.000590565
AG_V_SELF_TEST_GAIN_6_1_4_VSS of 1103959_69_1133592_QPP,0.000112819,0.001729671,0.000586619
AG_V_SELF_TEST_GAIN_5_1_8 of 1103959_69_1133529_cp1_cp1p5_YPP,0.000705293,0.098040359,0.000586115
KK_LK_CM_HI of 1103959_69_1133592_QPP,3.160321432,0.067615194,0.000584637
ZB_V_V0FVBI_UL of 1103959_69_1133592_QPP,0.000188315,0.013194507,0.000583083
Zb_V_ILOUT of 1103959_69_1133529_cp1,0.000166671,0.026634764,0.00058156
AC_SENSE_CN_FG_SA of 1103959_69_1133529_cp1_cp1p5_YPP,0.000442747,0.098714843,0.000577191
HH_CONT_SH_CL_APMU of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.00466295,0.039008915,0.000577033
ZB_V_V0FVBI_UL_RAW of 1103959_69_1133529_cp1,0.00025084,0.042129598,0.000576923
Zb_V_ILOUT_RAW of 1103959_69_1133529_cp1_cp1p5_YPP,0.002281585,6.61E-05,0.000576243
Zb_V_OBVOL of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.001925065,0.023442439,0.000575845
Zb_V_OBVOL_VSS of 1103959_69_1133529_cp1_cp1p5_YPP,8.23E-05,0.033489736,0.000574125
Zb_I_OBSHORTL_VSS of 1103959_69_1133529_cp1,5.98E-05,0.059080709,0.000574124
Zb_V_OBVOL_RAW of 1103959_69_1133529_cp1p5,0.001811266,0.033345268,0.000573367
AC_SENSE_CRN of 1103959_69_1133529_cp1p5,0.002271406,0.123990486,0.000573354
AC_V_AFE_CN_TGT_I0 of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.000608371,0.000978206,0.000573065
IO_ISUPFM_PRE of 1103959_69_1133529_cp1,0.303062811,0.034218239,0.000571865
KK_LK_CL_APMU_LO of 1103959_69_JPP,5138.910016,0.001283077,0.000569943
HH_CONT_CM of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.000544455,0.084641335,0.000569224
AC_V_AFE_CRN_5_8_8_I0_RAW of 1103959_69_1133592_QPP,0.001145668,0.002977387,0.000568997
AC_V_AFE_CRN_5_8_8_I0 of 1103959_69_1133529_cp1,0.000963483,0.016773692,0.000568785
KK_LK_PTEN_LO of 1103959_69_JPP,0.382184225,0.045217515,0.00056854
HH_CONT_CL of 1103959_69_1133529_cp1,0.000925163,0.057255616,0.000566518
HH_CONT_OUT of 1103959_69_1133529_cp1p5,0.000197313,0.018582535,0.00056477
Zb_V_OBVOL_L of 1103959_69_1133592_QPP,0.000149158,0.003855123,0.000563037
AI_V_V0FVUNI_SELF of 1103959_69_1133529_cp1_cp1p5_YPP,3.97E-05,0.009769801,0.000562928
VV_V_3V3_UL of 1103959_69_JPP,0.000200525,0.031655553,0.000561942
ROW of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,359.5061844,0.044012849,0.000561046
AG_V_SELF_GAIN_9_1_2_N_RAW of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.000572576,0.02127606,0.000560248
Zb_V_OBVOH_VSS of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,8.13E-05,0.040964787,0.000559768
ZB_V_V0FVBIFF_M_VSS of 1103959_69_1133529_cp1_cp1p5_YPP,9.74E-05,0.034314337,0.000557847
AC_OFFCALRES of 1103959_69_JPP,0.223364983,0.019196128,0.000556171
EEPROM_T2__,19.77253067,0.020053741,0.000556121
HH_CONT_CL of 1103959_69_JPP,4.78E-05,0.003324906,0.000555792
Zb_V_OBVOL_VSS_L of 1103959_69_1133529_cp1,4.47E-05,0.061522468,0.000553129
AC_SENSE_CN_FG_SA of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.000294088,0.098631657,0.000551478
AC_V_AFE_CRN_5_8_8_I0 of 1103959_69_1133529_cp1_cp1p5_YPP,0.006340598,0.029642742,0.000551147
KK_LK_CL_APMU_HI of 1103959_69_1133592_QPP,0.230828904,0.012100026,0.000549668
KC_COIL_CL of 1103959_69_1133529_cp1,0.495571425,0.018124611,0.000549472
Po_T_PTATOSC_LV of 1103959_69_JPP,836.3350212,0.026808058,0.00054932
KC_COIL_CR of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.440362905,0.049887137,0.00054888
Po_T_PTATOSC_HV of 1103959_69_JPP,835.6306953,0.029335361,0.000547893
TR_TEMP_REG11 of 1103959_69_1133529_cp1,11.32361517,0.020284107,0.000547534
HH_CONT_PTEN of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.000557092,0.084174886,0.00054663
AC_V_GAIN_AFE_CRN_5_8_8 of 1103959_69_1133529_cp1,0.002873933,0.128556222,0.000545849
IO_ISUPFM_PRE of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.296151267,0.035976531,0.00054553
ZB_V_V0FVBIFF_M of 1103959_69_1133592_QPP,0.000248478,0.012665804,0.000545285
Df_V_VR1V2D_OUT_RAW of 1103959_69_1133529_cp1,0.000123174,0.066200012,0.0005437
VV_V_3V3_M20M of 1103959_69_1133529_cp1,0.000188943,0.017616263,0.000542891
AG_V_SELF_TEST_GAIN_11_2_1 of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.000335478,0.093939678,0.000542765
AG_V_SELF_GAIN_9_1_2_N_RAW of 1103959_69_1133529_cp1,0.000573285,0.007482965,0.00054274
Df_V_VR1V2D_OUT of 1103959_69_JPP,2.82E-05,0.041178552,0.000542597
AG_V_SELF_TEST_GAIN_7_4_1_VSS of 1103959_69_1133592_QPP,0.000112167,0.002135461,0.00054099
AG_V_SELF_TEST_GAIN_5_8_1_RAW of 1103959_69_1133529_cp1,0.001142794,0.110181597,0.000540982
Sb_I_SCALBIAS_0_LV of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.008312562,0.073648396,0.000540964
AG_V_SELF_TEST_GAIN_6_4_1_RAW of 1103959_69_JPP,0.00052599,0.102665314,0.000540618
OV_V_OB_VOUT_RAW of 1103959_69_1133529_cp1p5,0.000519641,0.034298293,0.000540258
AG_V_SELF_GAIN_12_2_1_2C_VSS of 1103959_69_1133592_QPP,0.000113123,0.001547785,0.000538582
VV_V_3V3_M20M of 1103959_69_1133529_cp1p5,0.000274209,0.033570867,0.000537989
X,359.5061844,0.044012849,0.000537857
AG_V_SELF_TEST_GAIN_8_2_1_VSS of 1103959_69_1133529_cp1_cp1p5_YPP,0.000143951,0.027091925,0.000537141
AG_V_SELF_TEST_GAIN_9_1_2_VSS of 1103959_69_1133592_QPP,0.000113161,0.001224323,0.000535118
AC_SENSE_CLN of 1103959_69_1133529_cp1p5,0.005203352,0.109768568,0.000534713
AC_V_GAIN_AFE_CLN_5_8_8 of 1103959_69_JPP,0.001247897,0.007558929,0.000534272
OV_V_OB_VOUT_DIG of 1103959_69_1133592_QPP,0.000464673,0.017634945,0.000533517
AG_V_SELF_TEST_GAIN_12_2_1 of 1103959_69_1133529_cp1_cp1p5_YPP,0.000350815,0.092683334,0.000533134
HH_CONT_SH_CL_APMU of 1103959_69_1133529_cp1p5,0.001600034,0.045915307,0.000531695
EX_EXTRACT_T_SUPDIV of 1103959_69_1133529_cp1_cp1p5,3.858006593,0.053373039,0.000529151
AC_VOUTB0 of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,63.80734474,0.004045219,0.000528582
AG_V_SELF_TEST_GA_5_1_8_2C_RAW of 1103959_69_1133529_cp1,0.001072008,0.115594556,0.000528334
KK_LK_OUT_HI of 1103959_69_1133529_cp1,40761.41153,0.00584025,0.00052808
ZB_V_V0FVBI00_M_RAW of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.000261753,0.017977222,0.000526237
AI_F_SAFE of 1103959_69_1133529_cp1_cp1p5_YPP,0.001222524,0.066054496,0.000525382
Zb_V_OBVOL_VSS_H of 1103959_69_JPP,3.56E-05,0.065785059,0.000523973
EEPROM_SET_S4__,1736.751889,0.050376595,0.000521034
EX_EXTRACT_T_H1BIAS of 1103959_69_1133592_RPP,8.553621541,0.119243293,0.000520378
Df_V_VSS of 1103959_69_1133529_cp1,7.33E-05,0.057829128,0.000518549
AG_V_SELF_TEST_GAIN_12_2_1_RAW of 1103959_69_1133529_cp1_cp1p5_YPP,0.000527854,0.089969645,0.000518013
Df_V_VSS of 1103959_69_1133592_QPP,8.84E-05,0.004828037,0.000517664
Zb_V_OBVOH_H_RAW of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.000106346,0.050226718,0.000517541
AG_V_SELF_TEST_GAIN_7_4_1_RAW of 1103959_69_1133529_cp1_cp1p5_YPP,0.000647054,0.090038693,0.000517285
HH_CONT_SH_OUT_APMU of 1103959_69_1133592_QPP,0.001244751,0.017041559,0.000516541
ZB_V_V0FVBI00_M of 1103959_69_1133529_cp1,0.000134069,0.011562618,0.000515179
Zb_V_OBVOH_H_RAW of 1103959_69_1133529_cp1p5,0.000450302,0.007720609,0.00051448
Zb_V_ILOUT of 1103959_69_1133529_cp1p5,0.000112985,0.004150046,0.000512757
KK_LK_CR_APMU_HI of 1103959_69_1133529_cp1_cp1p5_YPP,0.215555023,0.011364839,0.000512083
HH_CONT_SH_OUT_APMU of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.008257559,0.013784533,0.000512057
AG_V_SELF_GAIN_9_1_2_N_RAW of 1103959_69_JPP,0.00042981,0.003713687,0.000511984
Dr_V_VR1V2DRA_M of 1103959_69_1133592_RPP,0.000734741,0.028938108,0.000511051
AG_V_SELF_TEST_GAIN_12_2_1_VSS of 1103959_69_1133529_cp1,0.000144145,0.063761615,0.000510002
KC_COIL_CR of 1103959_69_1133529_cp1,0.510023486,0.037469389,0.000509799
AC_V_AFE_CLN_5_8_8_VSS of 1103959_69_1133529_cp1,0.000189678,0.056011705,0.000507674
ZB_V_V0FVBIFF_M_RAW of 1103959_69_JPP,0.000170627,0.045616531,0.000507248
AG_V_SELF_TEST_GAIN_11_2_1_RAW of 1103959_69_JPP,0.000496602,0.101847435,0.000505213
AC_VOFF_TGT_PRE of 1103959_69_1133592_QPP,0.000297213,0.00192597,0.000502612
KK_LK_CR_APMU_LO of 1103959_69_1133529_cp1,12576.12762,0.003049097,0.000502604
KK_LK_OUT_APMU_LO of 1103959_69_1133529_cp1p5,0.235999,0.031571456,0.000502222
ZB_V_V0RA_P3MA_RAW of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,0.000569998,0.041368377,0.000502199
Zb_I_OBSHORT of 1103959_69_1133592_QPP,0.360221144,0.096744255,0.000500032
HH_CONT_PTEN of 1103959_69_1133529_cp1,0.000960545,0.058583087,0.000499954
ZB_V_V0FVBIFF_M of 1103959_69_JPP,0.0001391,0.013726852,0.000499014
EEPROM_S3__,1043.773528,0.03312221,0.000498447
Zb_V_OBVOH of 1103959_69_1133529_cp1p5,0.000928379,0.036606587,0.000498207
KC_COIL_CR of 1103959_69_1133529_cp1p5,0.124051926,0.042512919,0.000497911
KK_LK_VSS_APMU_HI of 1103959_69_JPP,0.09021602,0.005061959,0.000497827
VV_VSS of 1103959_69_1133529_cp1_cp1p5_YPP,0.000200623,0.021271148,0.000497467
EEPROM_SET_SGBias__,13758.98252,0.008929347,0.000495475
HH_CONT_SH_OUT_APMU of 1103959_69_1133529_cp1_cp1p5_YPP,0.000371403,0.020985583,0.000495272
Zb_V_OBVOL_VSS of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.000102922,0.039830018,0.000494407
AG_V_SELF_TEST_GAIN_11_2_1_RAW of 1103959_69_1133529_cp1,0.000833837,0.070494287,0.000493877
VV_V_3V3_M15M of 1103959_69_1133529_cp1p5,0.000268966,0.03199104,0.000492645
AC_V_AFE_CN_5_8_8_I0 cp1,0.001125833,0.000798039,0.000492027
AG_V_SELF_TEST_GAIN_8_2_1_RAW of 1103959_69_1133529_cp1p5,0.000400831,0.047248229,0.000489692
AG_V_SELF_TEST_GAIN_12_2_1_RAW of 1103959_69_JPP,0.000527564,0.103562249,0.000487862
ZB_V_V0FVBIFF_M_VSS of 1103959_69_1133592_QPP,7.33E-05,0.006178789,0.000485869
AG_V_SELF_TEST_GAIN_5_1_8_VSS of 1103959_69_1133592_QPP,0.00027899,0.001155801,0.000485771
Gb_I_GBIAS_0_HV of 1103959_69_1133529_cp1_cp1p5_YPP,0.070080207,0.026465476,0.000484008
AG_V_SELF_TEST_GAIN_10_1_2 of 1103959_69_1133529_cp1,0.000551817,0.048204336,0.000482096
ZB_V_V0FVBI00_M_VSS of 1103959_69_1133529_cp1,7.03E-05,0.05910647,0.000481634
AI_V_V0FVBI_SELF of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.001361391,0.081142878,0.000481118
Zb_V_OBVOH_RAW of 1103959_69_1133529_cp1,0.000467216,0.049006203,0.000481078
KK_LK_PTEN_HI of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,3.615098396,0.079265794,0.000480457
Zb_V_OBVOH_VSS of 1103959_69_1133529_cp1_cp1p5_YPP,6.11E-05,0.034953431,0.000480411
AG_V_SELF_GAIN_12_2_1_2C_RAW of 1103959_69_1133529_cp1,0.000749066,0.082171705,0.000478111
AG_V_SELF_TEST_GAIN_7_4_1 of 1103959_69_1133529_cp1_cp1p5_YPP,0.000413226,0.098251331,0.00047791
AG_V_SELF_TEST_GAIN_10_1_2 of 1103959_69_1133592_QPP,0.000334362,0.091156339,0.000476253
AC_V_AFE_CRN_5_8_8_VSS of 1103959_69_1133529_cp1p5,0.000264662,0.019941893,0.000475516
AC_V_GAIN_AFE_CLN_5_8_8_RAW of 1103959_69_1133529_cp1_cp1p5_YPP,0.010069757,0.04792093,0.000474667
EX_EXTRACT_T_REFOSC of 1103959_69_1133529_YPP,2.886246058,0.070685033,0.000474161
VV_VSS of 1103959_69_1133592_QPP,0.000205843,0.007529383,0.000473262
ZB_V_V0FVBI_UL_VSS of 1103959_69_1133529_cp1p5,0.000112427,0.02141196,0.00047303
Dt_V_VSS of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,7.32E-05,0.057931446,0.000472911
AC_SENSE_CN_FG_SA of 1103959_69_1133592_QPP,0.000252082,0.112627561,0.000470534
Zb_V_OBVOH_VSS_H of 1103959_69_1133529_cp1p5,4.90E-05,0.02675233,0.000470109
Zb_V_OBVOH_RAW of 1103959_69_1133529_cp1_cp1p5_YPP,0.000298044,0.059735459,0.000469885
ZB_V_V0FVBI00_M_RAW of 1103959_69_1133529_cp1p5,0.000269206,0.022047192,0.000467316
HH_CONT_SH_VSS_APMU of 1103959_69_1133529_cp1,0.003318864,0.037010049,0.000466909
ZB_V_V0FVBI00_M of 1103959_69_JPP,7.67E-05,0.022225725,0.000465646
AG_V_SELF_TEST_GAIN_5_8_1_VSS of 1103959_69_1133529_cp1_cp1p5_YPP,0.000449123,0.018194158,0.000465584
OV_V_OBVOFF of 1103959_69_1133529_cp1,0.000809636,0.002042588,0.000465113
Zb_V_OBVOH_VSS_L of 1103959_69_1133529_cp1,4.31E-05,0.059538937,0.000465097
SensorOffsetLRDiff CP1p5,0.014678356,0.037869648,0.000464576
EEPROM_T4__,143.1070028,0.053854392,0.0004645
OV_V_OBVOFF of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.000892066,0.050140739,0.000464486
Zb_V_OBVOL_RAW of 1103959_69_1133529_cp1,0.002291609,0.037153712,0.000464458
AI_V_V0FVBI_SELF of 1103959_69_1133592_QPP,0.00161463,0.072055841,0.000464436
ZB_V_V0FVBI_UL_VSS of 1103959_69_1133592_QPP,7.50E-05,0.006011087,0.000462793
EEPROM_SET_T3__,44.00441912,0.009398156,0.000462365
AG_V_SELF_TEST_GAIN_6_4_1_RAW of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.000483811,0.092958623,0.000461694
Zb_V_ILOUT_RAW of 1103959_69_JPP,8.23E-05,0.02005541,0.000459846
Zb_V_OBVOL_VSS of 1103959_69_1133529_cp1p5,0.000100417,0.020817214,0.000458942
AG_V_SELF_TEST_GAIN_9_1_2_RAW of 1103959_69_1133529_cp1p5,0.000454679,0.048612919,0.000458208
AC_VOUTB0 of 1103959_69_1133529_cp1,35.20847842,0.051534257,0.000457912
KK_LK_CR_APMU_LO of 1103959_69_1133529_cp1_cp1p5_YPP,8289.268013,0.001053737,0.000457521
AC_V_AFE_CLN_5_8_8_I0_RAW of 1103959_69_1133592_QPP,0.001156304,0.004771615,0.000455574
AG_V_SELF_TEST_GA_5_1_8_2C_VSS of 1103959_69_1133529_cp1p5,0.000457934,0.019198781,0.000454982
Gb_I_GBIAS_0 of 1103959_69_1133529_cp1p5,0.141101704,0.013072262,0.000454594
AC_V_AFE_CN_FG_SA_I0 of 1103959_69_1133529_cp1p5,0.040816441,0.114105484,0.000454508
AC_VOUTB0_PRE of 1103959_69_1133592_QPP,83.72249621,0.00369439,0.000454224
AC_V_AFE_CLN_5_8_8_I0_RAW of 1103959_69_1133529_cp1_cp1p5_YPP,0.00938425,0.02605865,0.000454194
HH_CONT_SH_PTEN of 1103959_69_1133529_cp1,4.95E-05,0.024385564,0.000453968
AG_V_SELF_TEST_GAIN_9_1_2 of 1103959_69_1133529_cp1p5,0.000299192,0.079622691,0.000451811
AG_V_SELF_TEST_GAIN_7_4_1 of 1103959_69_1133592_QPP,0.000478458,0.100191147,0.000451585
TR_TEMP_REG11 of 1103959_69_1133529_cp1p5,321.2706203,0.016443677,0.00045099
Ro_T_REFOSC_LV of 1103959_69_JPP,407.5493598,0.006704553,0.000450967
AG_V_SELF_TEST_GAIN_8_2_1_RAW of 1103959_69_1133592_QPP,0.00044148,0.068071003,0.000450823
AG_V_SELF_TEST_GAIN_10_1_2_VSS of 1103959_69_1133529_cp1_cp1p5_YPP,0.000142303,0.027967051,0.000450142
AI_V_V0FVBI_SELF_RAW of 1103959_69_JPP,0.000321546,0.056324592,0.000449921
KK_LK_CL_APMU_LO of 1103959_69_1133592_QPP,17830.89976,0.004089281,0.00044989
Df_V_VR1V2D_OUT of 1103959_69_1133529_cp1p5,5.04E-05,0.039920757,0.000448851
Zb_V_OBVOL of 1103959_69_JPP,0.000570483,0.012776307,0.000448786
KK_LK_OUT_LO of 1103959_69_JPP,634.6372527,0.019500728,0.000448585
Zb_V_OBVOH_VSS of 1103959_69_1133592_QPP,5.05E-05,0.006843031,0.000448056
Zb_V_ILOUT of 1103959_69_JPP,7.93E-05,0.042040952,0.000447591
AG_V_SELF_GAIN_7_4_1_N_RAW of 1103959_69_1133529_cp1_cp1p5_YPP,0.000962259,0.030189195,0.000445798
Df_V_VR1V2D_OUT_DIG of 1103959_69_1133529_cp1_cp1p5_YPP,0.000156635,0.04976347,0.000444518
Zb_I_OBSHORT of 1103959_69_1133529_cp1_cp1p5_YPP,0.258005329,0.115904461,0.000443632
AG_V_SELF_TEST_GAIN_7_4_1_RAW of 1103959_69_1133529_cp1p5,0.000470436,0.076300265,0.00044304
AG_V_SELF_TEST_GAIN_5_8_1_VSS of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.000228781,0.020774768,0.000442565
VV_VSS of 1103959_69_1133529_cp1p5,0.000262938,0.002683462,0.000441744
KK_LK_CR_APMU_LO of 1103959_69_1133529_cp1p5,7878.514013,0.005917924,0.000441665
AC_SENSE_CLN of 1103959_69_1133592_QPP,0.002986529,0.117028561,0.00044066
AC_VOFF_TGT of 1103959_69_1133592_QPP,8.42E-06,0.007777086,0.000440259
AG_V_SELF_TEST_GAIN_11_2_1 of 1103959_69_1133592_QPP,0.000355733,0.094601069,0.000438779
KC_COIL_CL of 1103959_69_1133529_cp1p5,0.118089479,0.044518402,0.000438448
HH_CONT_CM of 1103959_69_1133529_cp1_cp1p5_YPP,0.000191635,0.107011033,0.000438309
Zb_I_OBSHORT of 1103959_69_JPP,0.149029293,0.09676015,0.000437952
AG_V_SELF_TEST_GAIN_5_1_8_VSS of 1103959_69_1133529_cp1_cp1p5_YPP,0.000305798,0.023547889,0.00043759
AI_V_V0FVUNI_SELF of 1103959_69_1133529_cp1,5.62E-05,0.008233133,0.000437223
AG_V_SELF_TEST_GAIN_11_2_1_VSS of 1103959_69_1133529_cp1_cp1p5_YPP,0.000142352,0.027754841,0.000436668
COL of 1103959_69_JPP,167.9955291,0.069712165,0.000435411
HH_CONT_CR of 1103959_69_1133529_cp1_cp1p5_YPP,0.000201504,0.104683492,0.000435358
HH_CONT_OUT of 1103959_69_1133529_cp1_cp1p5_YPP,8.52E-05,0.024034725,0.000434792
VV_VSS of 1103959_69_JPP,9.41E-05,0.062912358,0.000433315
Zb_V_OBVOL_H of 1103959_69_JPP,0.000571198,0.012712666,0.000432925
Zb_V_ILOUT_VSS of 1103959_69_1133529_cp1_cp1p5_YPP,1.78E-05,0.036109323,0.000432406
Zb_V_ILOUT_VSS of 1103959_69_JPP,8.13E-06,0.067809742,0.000431758
VV_V_3V3_UL of 1103959_69_1133529_cp1p5,0.000799459,0.017350562,0.000431685
KK_LK_CM_LO of 1103959_69_1133529_cp1p5,2.247256899,0.010135521,0.000431109
AG_V_SELF_TEST_GAIN_6_4_1_VSS of 1103959_69_1133529_cp1_cp1p5_YPP,0.000140929,0.026834908,0.000430761
